분야,사업내용,사업기간,직접수행,지자체보조,민간보조,출연,위탁,융자,지방비매칭,시행주체,지방비매칭여부,사업비,단위사업명,경비내역1,경비내역1사업비,경비내역2,경비내역2사업비,경비내역3,경비내역3사업비,경비내역4,경비내역4사업비,경비내역5,경비내역5사업비,경비내역6,경비내역6사업비,경비내역7,경비내역7사업비,경비내역8,경비내역8사업비,출처파일,매칭패턴,주요부처,사업비규모,사업유형,지역관련성,민간참여도,성과계획서매칭,해당_성과계획서_파일,PDF_매칭여부,PDF_사업명,PDF_예산_억원,PDF_예산_백만원,예산_검증상태,예산_오차율,PDF_출처페이지,예산_숫자,경북관련도점수,경북관련성_최종
,농가경영개선 지도 및 농업정책 지원을 위한 작목별 소득조사 분 석,계속사업,Y,Y,N,N,N,N,Y,"국가, 지자체",26.76억원,"143,108,000천원",농촌통계조사분석(보조),농촌통계조사분석(보조),"4,441,000천원",농업인력양성및,"3,501,000천원",데이터기반농업활성화,"9,305,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,143108000,55.00000000000001,C급_정책참고
,산림재해대책 및 일자리 지원,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체",278.71억원,"193,826,000천원",산림재해대책비,산림재해대책비,"250,000,000천원",산림재해일자리,"111,619,000천원",산불 예방 및 대,"78,250,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,193826000,55.00000000000001,C급_정책참고
,중소기업 정책전문가 육성 및 행정능력증진,계속사업,Y,N,N,N,N,N,N,국가,,"4,307,998,000천원",행정효율성증진및능력개발,행정효율성증진및능력개발,"4,182,000천원",청사확보및시설,"7,435,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,4307998000,55.00000000000001,C급_정책참고
,창업을 통한 경제 활성화를 위해 인프라 조성 및 창업 성공률 제 고 지원,계속사업,Y,N,Y,Y,N,N,N,"국가, 민간, 창업진흥원 등",,"855,887,000천원",중소벤처기업창업및진흥기금 전출,창업저변확대,"19,980,000천원",창업사업화지원,"448,468,000천원",중소기업재기지,"14,966,000천원",민관협력창업자육성,"239,856,000천원",K-바이오 랩허브 구축사업(R&D),"6,963,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 민간보조, 출연",국가기관,대규모(1000억원 이상),인프라/건설,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,855887000,55.00000000000001,C급_정책참고
,대기업 또는 중소기업 간 협력증진을 통한 동반성장 지원,계속사업,Y,N,Y,N,N,N,N,"국가, 민간",,"147,019,000천원",대중소기업동반성장생태계구축,대중소기업동반성장생태계구축,"20,115,000천원",취약계층중소기,"24,038,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),인프라/건설,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,147019000,55.00000000000001,C급_정책참고
,"중소기업 통계조사, 정책연구, 중소기업 규제영향평가 및 불합리한 규제 발굴 및 해소",계속사업,Y,N,Y,N,N,N,N,"국가, 민간",,"125,396,000천원",중소기업규제영향평가 및 옴부즈만운영,중소기업규제영향평가 및 옴부즈만운영,"4,108,000천원",중소기업조사연구평가,"15,846,000천원",지원정보및정책,"4,068,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,125396000,55.00000000000001,C급_정책참고
,"전통시장주차환경지원, 상권활성화 사업",계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체",537억원,"289,133,000천원",전통시장 주차환경 개선(자율),전통시장 주차환경 개선(자율),"41,652,000천원",상권활성화 사업(자율),"24,138,000천원",지역자율계정 세 출 합 계,"164,201,000천원",000 -,128천원,관(부문),202천원,6 예산안,202천원,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,289133000,55.00000000000001,C급_정책참고
,출산 및 양육 친화적인 환경 조성을 위한 사업 추진,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",25억원,"2,482,169,000천원",첫만남 이용권 지원,인구개발국제부담금(ODA),"159,000천원",저출산고령사회,"17,856,000천원",첫만남 이용권 지원,"411,120,000천원",위기임신 및 보호출산 지원,"3,800,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,2482169000,55.00000000000001,C급_정책참고
,한의학과 현대의학간의 융합의료기술을 통한 융합의료 핵심 기술 개발,계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 민간",37억원,"211,597,000천원",한의약산업육성,한약재유통지원시설 설치(BTL정부지급금),"2,150,000천원",한의약산업육성,"3,802,000천원",한국한의약진흥원 운영지원,"14,419,000천원",한의약연구 및,"25,192,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,출연,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,211597000,55.00000000000001,C급_정책참고
,"환경교육, 환경측정분석사 제도 운영",계속사업,Y,N,N,N,N,N,N,국가,,"484,053,000천원",교육훈련경비,교육훈련경비,"3,971,000천원",환경측정분석사 제도운영,"1,363,000천원",환경교육수입대,"283,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국가기관,대규모(1000억원 이상),교육/인재양성,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,484053000,55.00000000000001,C급_정책참고
,산업폐수 및 오염원 관리를 위한 시설설치,계속사업,Y,Y,N,Y,N,N,Y,"국가, 지자체, 민간, 한국수자원공사",523억원,"796,162,000천원",공무원연금기금 전출(공무원연금부담금),가축분뇨공공처리시설 설치,"138,008,000천원",비점오염저감사업,"43,857,000천원",하수도 관리,"7,206,000천원",산업폐수관리체계 선진화,"6,417,000천원",공공폐수처리시설,"107,812,000천원",산업단지완충저류시설 설치,"144,269,000천원",이차전지 염폐수 처리 기술개발사업(R&D),"3,900,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 출연, 지방비매칭",국가기관,대규모(1000억원 이상),인프라/건설,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,796162000,55.00000000000001,C급_정책참고
,산업폐수 및 오염원 관리를 위한 시설설치,계속사업,Y,Y,N,Y,N,N,Y,국가,523억원,"147,341,000천원",가축분뇨공공처리시설 설치,가축분뇨공공처리시설 설치,"138,008,000천원",비점오염저감사업,"43,857,000천원",하수도 관리,"7,206,000천원",산업폐수관리체계 선진화,"6,417,000천원",공공폐수처리시설,"107,812,000천원",산업단지완충저류시설 설치,"144,269,000천원",이차전지 염폐수 처리 기술개발사업(R&D),"3,900,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,147341000,55.00000000000001,C급_정책참고
,지속가능발전위원회 운영,계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체",62억원,"656,302,000천원",지속가능한 환경 정책 지원,지속가능한 환경 정책 지원,"5,814,000천원",대기오염 발생원,"340,286,000천원",환경교육강화,"4,276,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 민간보조, 출연, 지방비매칭",국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,656302000,55.00000000000001,C급_정책참고
,"국가자격검정시행, 외국인고용관리, 국가직무능력표준 개발활용 등을 통한 기능인력양성",계속사업,Y,N,N,Y,N,N,N,"국가, 한국산업인력공단",,"1,992,603,000천원",한국산업인력공단운영지원,한국산업인력공단운영지원,"193,723,000천원",직업능력개발인프라구축,"10,427,000천원",숙련기술장려사업,"35,005,000천원",한국산업인력공단(정보화),"6,608,000천원",한국기술교육대,"78,970,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,출연,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,1992603000,55.00000000000001,C급_정책참고
,기후변화대응산단조성지원,계속사업,Y,N,Y,N,N,N,N,국가,,"27,576,017,000천원",국가건축정책위원회 운영 지원,국가건축정책위원회 운영 지원,"1,770,000천원",산업단지지원(일,"975,000천원",관(부문),143천원,산업단지,"975,000천원",000 6000 산업단지개발및지원,"975,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"민간보조, 융자",국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,27576017000,55.00000000000001,C급_정책참고
,수자원 관리 관련 핵심기술 확보로 국민 물 복지 실현 등,계속사업,N,N,N,Y,N,N,N,한국환경산업기술원,,"22,524,000천원",환경개선특별회계 전출,미래변화 대응 수자원 안정성 확보 기술개발사업(R&D),"22,380,000천원",본부기본경비,"144,000천원",7100 환경행정 지원,"144,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,출연,산업통상자원부,대규모(1000억원 이상),운영/관리,일반,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,22524000,54.6,C급_정책참고
,사전예방 보건정책,계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 민간, 한국환경산업기술원 등",34억원,"22,771,000천원",환경보건기반 강화협력,환경보건기반 강화협력,"6,951,000천원",환경성질환 예방 및 사후관리사업,"8,848,000천원",환경위해 관리,"4,672,000천원",어린이 건강보호 종합대책 추진사업,"6,380,000천원",환경성질환 예방관리 핵심 기술개발사업(R&D),"9,700,000천원",환경오염취약지역 건강보호대책,"2,254,000천원",환경보건 빅데이터 구축 및 AI 활용 고도화 기술개발사업(,"6,700,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,산업통상자원부,대규모(1000억원 이상),정책/제도,전국단위,관민협력(3자),매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,22771000,54.6,C급_정책참고
,"화학사고 예방, 대응, 사후관리를 위한 제도 운영 및 기반 마련",계속사업,Y,N,Y,Y,N,N,N,"국가, 한국환경산업기술원 등",,"37,417,000천원",화학물질관리체계 선진화,화학물질관리체계 선진화,"65,873,000천원",잔류성오염물질종합관리,"4,071,000천원",화학사고 대응,"37,417,000천원",화학물질관리 국제협력,"1,006,000천원",화학제품 안전관리,"23,432,000천원",생활화학제품 안전관리 기술개발사업(R&D),"19,838,000천원",화학물질안전원 연구사업(R&D),"3,093,000천원",블록체인 기반 살생물제 정보 지능형 공정관리기술 개발(,"7,000,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 민간보조, 출연",산업통상자원부,대규모(1000억원 이상),운영/관리,전국단위,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,37417000,54.6,C급_정책참고
,지역환경을 위해 녹색환경지원센터 운영,계속사업,Y,Y,Y,N,N,N,Y,민간,48억원,"31,641,000천원",녹색환경지원센터 활성화 지원,녹색환경지원센터 활성화 지원,"5,871,000천원",자연생태복원,"19,991,000천원",관(부문),07천원,A 자연환경,"31,641,000천원",000 1800 자연생태 보전,"31,641,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 지방비매칭",민간,대규모(1000억원 이상),지원/보조,지역특화,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,31641000,54.0,C급_정책참고
,"자치단체의 지역에 맞는 일자리 창출 지원, 지역고용 인프라 확충, 지역고용위기 극복 지원",계속사업,N,Y,N,N,N,N,Y,지자체,15억원,"22,253,000천원",지역산업맞춤형일자리지원(제주),지역산업맞춤형일자리지원(제주),"6,000,000천원",제주이관업무지,"16,253,000천원",7000 고용노동행정지원,"16,253,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,지자체보조,지자체,대규모(1000억원 이상),인프라/건설,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,22253000,54.0,C급_정책참고
,달 표면과 우주환경 관측을 위한 탑재체 개발,계속사업,Y,N,N,Y,N,N,N,"국가, 한국천문연구원 등",,"93,990,000천원",우주 탐사 사업,민간달착륙선 탑재체 국제공동연구사업(R&D),"2,770,000천원",우주 탐사 사업,"93,990,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,93990000,52.800000000000004,C급_정책참고
,친환경 어업 생산 기반 구축,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",625억원,"73,995,000천원",환경친화형 양식배합사료 지원,환경친화형 양식배합사료 지원,"9,126,000천원",수산종자산업육성,"4,084,000천원",양식수산물 전략품목 육성,"18,030,000천원",내수면어업 -,"17,117,000천원",수산부산물 자원순환 기반구축,"5,993,000천원",자율관리어업육,"7,794,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),인프라/건설,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,73995000,52.800000000000004,C급_정책참고
,"농업 기술, 경영 전문교육 및 농업인 연구 모임체 육성",계속사업,Y,Y,N,N,N,N,Y,"국가, 지자체",23.68억원,"55,334,000천원",지역농업연구기,지역지원),"2,875,000천원",지역지원계정 세 출 합 계,"55,334,000천원",000 -,517천원,관(부문),202천원,6 예산안,202천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,55334000,52.800000000000004,C급_정책참고
,국가 및 외부 위탁 용역과제 수행,계속사업,Y,Y,N,Y,Y,N,Y,국가,16억원,"51,428,000천원",환경시험연구,수탁과제수입대체경비(R&D),"31,000천원",환경시험연구,"51,428,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 출연, 지방비매칭",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,51428000,52.800000000000004,C급_정책참고
,소음대책 대상공항 주변 소음피해 지역의 방음시설 설치 등,계속사업,Y,N,Y,N,N,N,N,"국가, 한국공항공사",,"85,256,000천원",공항소음대책,공항소음대책,"19,904,000천원",항공안전운영,"12,066,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국가기관,대규모(1000억원 이상),인프라/건설,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,85256000,52.800000000000004,C급_정책참고
